RFP_ID,Company_Name,Link,Owner,Publish_Date,End_Date,Event_Type,Status,Participated,Description,Note,,,
SEC RFP-C001492269,SEC RFP-C001492269,https://sec.supplier.mn2.ariba.com/ad/webjumper?itemID=Jio8AOPFnv5caC&awcharset=UTF-8,SAAD ALI AYED DARE,07/01/2024 02:44 PM,07/13/2024 01:45 PM,RFP,,Declined,,,,,
SEC RFPC001499873,SEC RFPC001499873,https://sec.supplier.mn2.ariba.com/ad/webjumper?itemID=Jio8AOPFyUgso4&awcharset=UTF-8,AYMAN HAMEED MOBERIK ALZANBQI,08/01/2024 02:19 AM,08/13/2024 01:45 PM,RFP,,Declined,,,,,
SEC RFP-C001500401 - 6001500401,SEC RFP-C001500401 - 6001500401,https://sec.supplier.mn2.ariba.com/ad/webjumper?itemID=Jio8AOPFyaUAlF&awcharset=UTF-8,KHALED SAEED SALEH AL AMOUDI,08/01/2024 05:00 AM,08/07/2024 01:45 PM,RFP,,Declined,,,,,
SEC RFP-C001525628,SEC RFP-C001525628,https://sec.supplier.mn2.ariba.com/ad/webjumper?itemID=Jio8AOPGGRSTGa&awcharset=UTF-8,BADR OMEER MOHAMMED ALSHAHRANY,10/01/2024 12:50 AM,10/08/2024 01:45 PM,RFP,,Declined,,,,,
SEC RFP- C001540262 - 6001540262,SEC RFP- C001540262 - 6001540262,https://sec.supplier.mn2.ariba.com/ad/webjumper?itemID=Jio8AOPGQSyAdA&awcharset=UTF-8,SALAH AHMED ALI AL MUTAWAH,11/01/2024 09:49 PM,11/15/2024 10:30 PM,RFP,,No,,,,,
SEC RFP-C001438640,SEC RFP-C001438640,https://sec.supplier.mn2.ariba.com/ad/webjumper?itemID=Jio8AOPE6%2BcaET&awcharset=UTF-8,ALI AMAHAMMED BAKRI ASIRI,02/02/2024 08:11 AM,02/14/2024 12:45 PM,RFP,,No,,,,,
SEC RFP-C001438644,SEC RFP-C001438644,https://sec.supplier.mn2.ariba.com/ad/webjumper?itemID=Jio8AOPE6%2Bf6Zn&awcharset=UTF-8,ALI AMAHAMMED BAKRI ASIRI,02/02/2024 08:42 AM,02/14/2024 12:45 PM,RFP,,No,,,,,
SEC RFP-C001440403,SEC RFP-C001440403,https://sec.supplier.mn2.ariba.com/ad/webjumper?itemID=Jio8AOPE6%2BhVE9&awcharset=UTF-8,ALI AMAHAMMED BAKRI ASIRI,02/02/2024 08:55 AM,02/14/2024 02:45 AM,RFP,,No,,,,,
SEC RFP-C001447424,SEC RFP-C001447424,https://sec.supplier.mn2.ariba.com/ad/webjumper?itemID=Jio8AOPFDJmi4e&awcharset=UTF-8,Ayman A AlMramhi,03/02/2024 11:59 PM,03/12/2024 01:45 PM,RFP,,No,,,,,
SEC RFP-C001459593,SEC RFP-C001459593,https://sec.supplier.mn2.ariba.com/ad/webjumper?itemID=Jio8AOPFNn6Ocq&awcharset=UTF-8,AHMAD ZAKI HAFEZ ALNAZZRATY,04/02/2024 03:07 AM,04/14/2024 01:45 PM,RFP,,No,,,,,
"Aramco_4203169818_CABLE ELECTRICAL LOW VOLTAGE, INSTRUMENT",Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPFV01vTI&awcharset=UTF-8,"Bajandouh, Rana",05/02/2024 02:01 PM,05/22/2024 06:00 PM,RFP,,No,,,,,
SEC RFP-C001478056,SEC RFP-C001478056,https://sec.supplier.mn2.ariba.com/ad/webjumper?itemID=Jio8AOPFgNFw1j&awcharset=UTF-8,TURKI ABDULLAH ALAHMARI,06/02/2024 03:18 AM,06/05/2024 01:45 PM,RFP,,No,,,,,
SEC RFP-C001482827,SEC RFP-C001482827,https://sec.supplier.mn2.ariba.com/ad/webjumper?itemID=Jio8AOPFgf%21OmH&awcharset=UTF-8,ALI AMAHAMMED BAKRI ASIRI,06/02/2024 11:45 PM,06/10/2024 01:45 PM,RFP,,No,,,,,
SEC RFP-C001490841,SEC RFP-C001490841,https://sec.supplier.mn2.ariba.com/ad/webjumper?itemID=Jio8AOPFoCBjqp&awcharset=UTF-8,ABDALWAHAB ALI MISFER ALQAHTANI,07/02/2024 03:59 AM,07/10/2024 01:45 PM,RFP,,Declined,,,,,
RFQ - C001491702 - 6001491702,RFQ - C001491702 - 6001491702,https://sec.supplier.mn2.ariba.com/ad/webjumper?itemID=Jio8AOPFoGi4Ku&awcharset=UTF-8,ABDALWAHAB ALI MISFER ALQAHTANI,07/02/2024 05:43 AM,07/10/2024 01:45 PM,RFP,,Yes,,,,,
"Aramco_4203178477_m5BLE, ELECTRICAL, LOW VOLTAGE XLPE,",Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPFnb30zC&awcharset=UTF-8,"Aldossary, Meaad",07/02/2024 10:15 AM,07/22/2024 05:39 PM,RFP,,No,,,,,
SEC RFP-C001504184,SEC RFP-C001504184,https://sec.supplier.mn2.ariba.com/ad/webjumper?itemID=Jio8AOPF8skqM6&awcharset=UTF-8,NASSER ALASABI,09/02/2024 05:43 AM,09/03/2024 01:45 PM,RFP,,Declined,,,,,
SEC RFP-C001505350,SEC RFP-C001505350,https://sec.supplier.mn2.ariba.com/ad/webjumper?itemID=Jio8AOPF85V2qX&awcharset=UTF-8,RAYANAH ALOMRANI,09/02/2024 11:35 PM,09/11/2024 01:45 PM,RFP,,Declined,,,,,
Aramco_4203191449_CABLE 600V TC SPISCO (OS) 1 PR 16 AWG (,Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPGGq4F2C&awcharset=UTF-8,"Nimr, Hussain",10/02/2024 12:32 PM,10/21/2024 07:30 PM,RFP,,No,,,,,
"Aramco_4203187450_COVER, CABLE TRAY 6096 MM (24 IN)",Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPGGqyzs2&awcharset=UTF-8,"Nimr, Hussain",10/02/2024 12:32 PM,09/23/2024 07:30 PM,RFP,,No,,,,,
"Aramco_4203181230_CABLE, POWER, 69 KV THROUGH 138 KV",Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPGGnP4GL&awcharset=UTF-8,"Aldossary, Meaad",10/02/2024 04:01 PM,10/08/2024 01:30 PM,RFP,,No,,,,,
SEC RFP-C001538947,SEC RFP-C001538947,https://sec.supplier.mn2.ariba.com/ad/webjumper?itemID=Jio8AOPGQZSxZI&awcharset=UTF-8,KHALED SAEED SALEH AL AMOUDI,11/02/2024 10:40 PM,11/11/2024 12:45 PM,RFP,,Declined,,,,,
SEC RFP C001449677,SEC RFP C001449677,https://sec.supplier.mn2.ariba.com/ad/webjumper?itemID=Jio8AOPFDK0y61&awcharset=UTF-8,Ayman A AlMramhi,03/03/2024 12:40 AM,03/13/2024 01:45 PM,RFP,,No,,,,,
C001452534,C001452534,https://sec.supplier.mn2.ariba.com/ad/webjumper?itemID=Jio8AOPFDKlt7A&awcharset=UTF-8,ABDULAZIZ FAHAD SAEED ALQAHTANI,03/03/2024 12:41 AM,03/16/2024 01:45 PM,RFP,,No,,,,,
SEC RFP - C001446090,SEC RFP - C001446090,https://sec.supplier.mn2.ariba.com/ad/webjumper?itemID=Jio8AOPFDOHEPH&awcharset=UTF-8,Ayman A Al-Ahmadi,03/03/2024 02:25 AM,03/11/2024 01:45 PM,RFP,,No,,,,,
SEC RFP-C001446715,SEC RFP-C001446715,https://sec.supplier.mn2.ariba.com/ad/webjumper?itemID=Jio8AOPFDcMUjd&awcharset=UTF-8,ALI AMAHAMMED BAKRI ASIRI,03/03/2024 10:58 AM,03/06/2024 12:45 PM,RFP,,No,,,,,
"Aramco_4203161611_CABLE, ELECTRICAL, MEDIUM VOLTAGE",Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPFDGpm69&awcharset=UTF-8,"Nimr, Hussain",03/03/2024 11:20 AM,04/22/2024 07:30 PM,RFP,,Yes,,,,,
"Aramco_4203160807_WIRE, ELECTRICAL 25 MM2, 1",Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPFMPpR2r&awcharset=UTF-8,"Alfaleh, Maha",04/03/2024 02:38 PM,03/31/2024 07:30 PM,RFP,,No,,,,,
"Aramco_4203161931_CABLE, POWER, 5KV THROUGH 35 KV",Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPFMMsj2c&awcharset=UTF-8,"Alfaleh, Maha",04/03/2024 03:16 PM,04/03/2024 07:30 PM,RFP,,Yes,,,,,
Aramco_4203169530_CABLE ELECTRICAL MEDIUM VOLTAGE ROUND AL,Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPFgS%2116p&awcharset=UTF-8,"Nimr, Hussain",06/03/2024 09:47 AM,06/03/2024 03:45 PM,RFP,,No,,,,,
"Aramco_4203169895_WIRE, ELECTRICAL 6 MM2, 4 CONDUCTOR,",Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPFdrYhfH&awcharset=UTF-8,"Aldossary, Meaad",06/03/2024 03:17 PM,06/05/2024 11:30 AM,RFP,,Yes,,,,,
SEC RFP-C001489687,SEC RFP-C001489687,https://sec.supplier.mn2.ariba.com/ad/webjumper?itemID=Jio8AOPFofjzEe&awcharset=UTF-8,KHALED SAEED SALEH AL AMOUDI,07/03/2024 04:19 AM,07/10/2024 01:45 PM,RFP,,Declined,,,,,
SEC RFPC001488706,SEC RFPC001488706,https://sec.supplier.mn2.ariba.com/ad/webjumper?itemID=Jio8AOPFogGDm8&awcharset=UTF-8,KHALED SAEED SALEH AL AMOUDI,07/03/2024 04:32 AM,07/10/2024 04:45 AM,RFP,,Declined,,,,,
Aramco_4203167236_115 KV 1Cx400 184MM2 CU XLPE,Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPFnnkp9f&awcharset=UTF-8,"Almannai, Khalid",07/03/2024 08:01 AM,07/09/2024 05:45 PM,RFP,,No,,,,,
"Aramco_4203176624_CABLE ELECTRICAL, 300 500V, 16A, 12 X 1",Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPFn1TdX2&awcharset=UTF-8,"Abdulkarem, Turki",07/03/2024 10:02 AM,07/10/2024 07:30 PM,RFP,,No,,,,,
Aramco_4203175784_CABLE INSTRUMENTATION THERMOCOUPLE,Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPFTD2HjE&awcharset=UTF-8,"Abdulkarem, Turki",07/03/2024 12:30 PM,07/04/2024 07:30 PM,RFP,,No,,,,,
SEC RFP-C001513890,SEC RFP-C001513890,https://sec.supplier.mn2.ariba.com/ad/webjumper?itemID=Jio8AOPF9I7mIP&awcharset=UTF-8,KHALED SAEED SALEH AL AMOUDI,09/03/2024 05:38 AM,09/11/2024 01:45 PM,RFP,,Declined,,,,,
"Aramco_4203189876_CABLE, ELECTRICAL, LOW VOLTAGE, TC, PVC",Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPGG1jrVC&awcharset=UTF-8,"Nimr, Hussain",10/03/2024 09:02 AM,10/08/2024 07:30 PM,RFP,,Yes,,,,,
"Aramco_4203189166_CABLE, POWER, 5KV THROUGH 35 KV",Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPGGa9XN0&awcharset=UTF-8,"Aldossary, Meaad",10/03/2024 01:20 PM,10/16/2024 07:30 PM,RFP,,Yes,,,,,
SEC RFP-C001538407,SEC RFP-C001538407,https://sec.supplier.mn2.ariba.com/ad/webjumper?itemID=Jio8AOPGQeZn%2B5&awcharset=UTF-8,ABDULKARIM ALQAHTANI,11/03/2024 01:01 AM,11/09/2024 12:45 PM,RFP,,Declined,,,,,
SEC RFP-C001538336 - 6001538336,SEC RFP-C001538336 - 6001538336,https://sec.supplier.mn2.ariba.com/ad/webjumper?itemID=Jio8AOPGQgeT42&awcharset=UTF-8,ABDALWAHAB ALI MISFER ALQAHTANI,11/03/2024 01:40 AM,11/09/2024 12:45 PM,RFP,,No,,,,,
SEC RFP-C001538945 - 6001538945,SEC RFP-C001538945 - 6001538945,https://sec.supplier.mn2.ariba.com/ad/webjumper?itemID=Jio8AOPGQmuQ3b&awcharset=UTF-8,ABDULKARIM ALQAHTANI,11/03/2024 03:38 AM,11/12/2024 09:45 PM,RFP,,Yes,,,,,
SEC RFP-C001539628,SEC RFP-C001539628,https://sec.supplier.mn2.ariba.com/ad/webjumper?itemID=Jio8AOPGQw874M&awcharset=UTF-8,Lamia O. Al-Harbi,11/03/2024 09:26 PM,11/20/2024 12:45 PM,RFP,,Declined,,,,,
SEC RFP-C001539920,SEC RFP-C001539920,https://sec.supplier.mn2.ariba.com/ad/webjumper?itemID=Jio8AOPGQxkVu%21&awcharset=UTF-8,Lamia O. Al-Harbi,11/03/2024 09:46 PM,11/16/2024 12:45 PM,RFP,,Declined,,,,,
SEC RFP-C001560382,SEC RFP-C001560382,https://sec.supplier.mn2.ariba.com/ad/webjumper?itemID=Jio8AOPGZaYuCs&awcharset=UTF-8,Ayman A AlMramhi,12/03/2024 12:11 AM,12/31/2024 12:45 PM,RFP,,Declined,,,,,
SEC RFP C001542253,SEC RFP C001542253,https://sec.supplier.mn2.ariba.com/ad/webjumper?itemID=Jio8AOPGZjFRXm&awcharset=UTF-8,KHALED SAEED SALEH AL AMOUDI,12/03/2024 04:13 AM,12/11/2024 12:45 PM,RFP,,Declined,,,,,
"Aramco_4203197742_CHANNEL, FRAMING 61 M (20 FT) LG,",Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPGMz0C74&awcharset=UTF-8,,12/03/2024 09:02 AM,12/17/2024 07:30 PM,RFP,,No,,,,,
"Aramco_4203193713_CABLE, POWER, 5KV THROUGH 35 KV",Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPGY%2Bfy%2BE&awcharset=UTF-8,"Buzaid, Yousef",12/03/2024 09:48 AM,12/02/2024 07:30 PM,RFP,,No,,,,,
SEC RFP-C001427098,SEC RFP-C001427098,https://sec.supplier.mn2.ariba.com/ad/webjumper?itemID=Jio8AOPEz0SKDQ&awcharset=UTF-8,ALI AMAHAMMED BAKRI ASIRI,01/04/2024 03:40 AM,01/13/2024 01:00 PM,RFP,,No,,,,,
SEC RFP- C001423234,SEC RFP- C001423234,https://sec.supplier.mn2.ariba.com/ad/webjumper?itemID=Jio8AOPEz0wgho&awcharset=UTF-8,ALI AMAHAMMED BAKRI ASIRI,01/04/2024 04:00 AM,01/08/2024 01:00 PM,RFP,,No,,,,,
"Aramco_4203168777_CABLE ELECTRICAL, 300 500V, 16A, 12 X 1",Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPFB3RZrI&awcharset=UTF-8,"Alfaleh, Maha",03/04/2024 03:16 PM,05/15/2024 07:30 PM,RFP,,No,,,,,
SEC RFP - C001455886,SEC RFP - C001455886,https://sec.supplier.mn2.ariba.com/ad/webjumper?itemID=Jio8AOPFEAskw7&awcharset=UTF-8,Ayman A AlMramhi,03/04/2024 11:56 PM,03/19/2024 01:45 PM,RFP,,No,,,,,
SEC RFP-C001483834 - 6001483834,SEC RFP-C001483834 - 6001483834,https://sec.supplier.mn2.ariba.com/ad/webjumper?itemID=Jio8AOPFhEWssT&awcharset=UTF-8,TAREQ F SHEHABI,06/04/2024 04:08 AM,06/11/2024 12:45 AM,RFP,,No,,,,,
SEC RFP,SEC RFP,https://sec.supplier.mn2.ariba.com/ad/webjumper?itemID=Jio8AOPFhEi3na&awcharset=UTF-8,ABDALWAHAB ALI MISFER ALQAHTANI,06/04/2024 04:12 AM,02/07/2024 03:00 AM,RFP,,Declined,,,,,
Aramco_4203166781_WIRE 750V NYA 1 C 6MM2 (10 AWG) STR CU,Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPFg8eM5x&awcharset=UTF-8,"Bin Yameen, Saleh",06/04/2024 01:49 PM,06/26/2024 07:30 PM,RFP,,No,,,,,
SEC RFP-C001491263 - 6001491263,SEC RFP-C001491263 - 6001491263,https://sec.supplier.mn2.ariba.com/ad/webjumper?itemID=Jio8AOPFo1hURP&awcharset=UTF-8,NASSER ALASABI,07/04/2024 03:04 AM,07/10/2024 01:45 PM,RFP,,No,,,,,
Aramco_4203179326_CABLE ELECTRICAL MEDIUM VOLTAGE ROUND AL,Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPFybGLk1&awcharset=UTF-8,"Nimr, Hussain",08/04/2024 07:40 AM,08/08/2024 03:30 PM,RFP,,Yes,,,,,
SEC RFP-C001515580,SEC RFP-C001515580,https://sec.supplier.mn2.ariba.com/ad/webjumper?itemID=Jio8AOPF9gBDyT&awcharset=UTF-8,KHALED SAEED SALEH AL AMOUDI,09/04/2024 04:28 AM,09/14/2024 01:45 PM,RFP,,Declined,,,,,
"Aramco_4203179965_CABLE ELECTRICAL LOW VOLTAGE, ITC, STRAN",Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPF892Hg7&awcharset=UTF-8,"Alharbi, Omar",09/04/2024 02:47 PM,09/17/2024 04:30 PM,RFP,,Yes,,,,,
SEC RFP-C001516771,SEC RFP-C001516771,https://sec.supplier.mn2.ariba.com/ad/webjumper?itemID=Jio8AOPF9rKVA2&awcharset=UTF-8,SABA S ALKHAMBASHI,09/04/2024 10:11 PM,09/11/2024 01:45 PM,RFP,,No,,,,,
SEC RFP- C001538345,SEC RFP- C001538345,https://sec.supplier.mn2.ariba.com/ad/webjumper?itemID=Jio8AOPGQ3y35k&awcharset=UTF-8,ALI AMAHAMMED BAKRI ASIRI,11/04/2024 12:16 AM,11/10/2024 12:45 PM,RFP,,Declined,,,,,
"Aramco_4203198245_LAMP INCANDESCENT, MINIATURE;",Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPGZH5ccE&awcharset=UTF-8,"Alfaleh, Maha",12/04/2024 09:46 AM,12/16/2024 07:30 PM,RFP,,No,,,,,
"Aramco_4203182332_CABLE, POWER, 5KV THROUGH 35 KV",Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPGNArQUG&awcharset=UTF-8,,12/04/2024 10:32 AM,12/09/2024 07:30 PM,RFP,,No,,,,,
"Aramco_4203193017_CABLE, ELECTRICAL, LOW VOLTAGE, 6 SQ MM",Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPGRRFI32&awcharset=UTF-8,,12/04/2024 01:01 PM,12/10/2024 07:30 PM,RFP,,Yes,,,,,
SEC RFP-C001553211,SEC RFP-C001553211,https://sec.supplier.mn2.ariba.com/ad/webjumper?itemID=Jio8AOPGaEQkhf&awcharset=UTF-8,KHALED SAEED SALEH AL AMOUDI,12/04/2024 09:21 PM,12/17/2024 12:45 PM,RFP,,Declined,,,,,
SEC RFP C001451489,SEC RFP C001451489,https://sec.supplier.mn2.ariba.com/ad/webjumper?itemID=Jio8AOPFELyAff&awcharset=UTF-8,ALI AMAHAMMED BAKRI ASIRI,03/05/2024 04:37 AM,03/19/2024 01:45 PM,RFP,,No,,,,,
SEC RFP-C001450305,SEC RFP-C001450305,https://sec.supplier.mn2.ariba.com/ad/webjumper?itemID=Jio8AOPFEbxSMR&awcharset=UTF-8,SAAD ALI AYED DARE,03/05/2024 11:17 PM,03/11/2024 01:45 PM,RFP,,No,,,,,
SEC RFP-C001473418 - 6001473418,SEC RFP-C001473418 - 6001473418,https://sec.supplier.mn2.ariba.com/ad/webjumper?itemID=Jio8AOPFWVz9fg&awcharset=UTF-8,Ayman A AlMramhi,05/05/2024 04:21 AM,05/18/2024 01:45 PM,RFP,,No,,,,,
SEC RFP- C001472373 - 6001472373,SEC RFP- C001472373 - 6001472373,https://sec.supplier.mn2.ariba.com/ad/webjumper?itemID=Jio8AOPFWkbsZz&awcharset=UTF-8,KHALED SAEED SALEH AL AMOUDI,05/05/2024 04:27 AM,05/14/2024 01:45 PM,RFP,,No,,,,,
SEC RFP C001471172,SEC RFP C001471172,https://sec.supplier.mn2.ariba.com/ad/webjumper?itemID=Jio8AOPFWlFGoR&awcharset=UTF-8,KHALED SAEED SALEH AL AMOUDI,05/05/2024 04:39 AM,05/14/2024 01:45 PM,RFP,,No,,,,,
Aramco_4203166429_CABLE ELECTRICAL LOW VOLTAGE 605 MM ELE,Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPFWRWpU9&awcharset=UTF-8,"Aldossary, Meaad",05/05/2024 10:01 AM,05/05/2024 06:30 PM,RFP,,No,,,,,
SEC RFP-C001483718,SEC RFP-C001483718,https://sec.supplier.mn2.ariba.com/ad/webjumper?itemID=Jio8AOPFha0JZV&awcharset=UTF-8,KHALED SAEED SALEH AL AMOUDI,06/05/2024 03:26 AM,06/11/2024 01:45 PM,RFP,,No,,,,,
SEC RFP-C001482102,SEC RFP-C001482102,https://sec.supplier.mn2.ariba.com/ad/webjumper?itemID=Jio8AOPFhpJ4nL&awcharset=UTF-8,ABDALWAHAB ALI MISFER ALQAHTANI,06/05/2024 10:15 PM,06/10/2024 01:45 PM,RFP,,No,,,,,
SEC RFP-C001483000,SEC RFP-C001483000,https://sec.supplier.mn2.ariba.com/ad/webjumper?itemID=Jio8AOPFhpheqO&awcharset=UTF-8,MOHAMMAD ABDULRAHMAN HUSSAIN AL-MADI,06/05/2024 10:53 PM,06/11/2024 01:45 PM,RFP,,No,,,,,
"Aramco_4203181863_TRANSFORMER, CONTROL POWER 100 VA,",Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPFzJd%21Ss&awcharset=UTF-8,"Alharbi, Omar",08/05/2024 10:48 AM,08/15/2024 07:30 PM,RFP,,No,,,,,
SEC RFP-C001504531 - 6001504531,SEC RFP-C001504531 - 6001504531,https://sec.supplier.mn2.ariba.com/ad/webjumper?itemID=Jio8AOPFzkdtyN&awcharset=UTF-8,KHALED SAEED SALEH AL AMOUDI,08/05/2024 10:44 PM,08/14/2024 01:45 PM,RFP,,Declined,,,,,
SEC RFP-C001513925 - 6001513925,SEC RFP-C001513925 - 6001513925,https://sec.supplier.mn2.ariba.com/ad/webjumper?itemID=Jio8AOPF%2BFfKvs&awcharset=UTF-8,ABDULAZIZ MOFARIH A ASSIRY,09/05/2024 01:13 PM,09/11/2024 01:45 PM,RFP,,No,,,,,
SEC RFP-C001538717,SEC RFP-C001538717,https://sec.supplier.mn2.ariba.com/ad/webjumper?itemID=Jio8AOPGRaNSPt&awcharset=UTF-8,KHALED SAEED SALEH AL AMOUDI,11/05/2024 03:03 AM,11/16/2024 12:45 PM,RFP,,Declined,,,,,
SEC RFP C001553285,SEC RFP C001553285,https://sec.supplier.mn2.ariba.com/ad/webjumper?itemID=Jio8AOPGQF%2B%2Bro&awcharset=UTF-8,MOHAMMAD FAIZ GALEB KHOJA,11/05/2024 09:55 PM,12/19/2024 04:00 AM,RFP,,Declined,,,,,
SEC RFP-C00155130,SEC RFP-C00155130,https://sec.supplier.mn2.ariba.com/ad/webjumper?itemID=Jio8AOPGaR2otE&awcharset=UTF-8,ALI AMAHAMMED BAKRI ASIRI,12/05/2024 03:48 AM,12/14/2024 12:45 PM,RFP,,Declined,,,,,
Aramco_4203196169_CABLE; ELECTRICAL; LOW VOLTAGE; POWER OR,Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPGZ5Xwhd&awcharset=UTF-8,"Alfaleh, Maha",12/05/2024 10:34 AM,12/15/2024 05:00 PM,RFP,,No,,,,,
"Aramco_4203136870_WIRE,ELEC 208MM2 (14 AWG) BROWN - 600V",Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPE762uF3&awcharset=UTF-8,"Alfaleh, Maha",02/06/2024 03:33 PM,02/11/2024 04:45 PM,RFP,,No,,,,,
SEC RFP C001449676,SEC RFP C001449676,https://sec.supplier.mn2.ariba.com/ad/webjumper?itemID=Jio8AOPFEmghYp&awcharset=UTF-8,AHMAD ZAKI HAFEZ ALNAZZRATY,03/06/2024 03:57 AM,03/13/2024 01:45 PM,RFP,,No,,,,,
SEC RFP-C001449814,SEC RFP-C001449814,https://sec.supplier.mn2.ariba.com/ad/webjumper?itemID=Jio8AOPFDLaTK9&awcharset=UTF-8,Ayman A AlMramhi,03/06/2024 10:16 PM,03/17/2024 01:45 PM,RFP,,No,,,,,
SEC RFP-C001481260,SEC RFP-C001481260,https://sec.supplier.mn2.ariba.com/ad/webjumper?itemID=Jio8AOPFW%21u6vn&awcharset=UTF-8,ABDULLAH MOHAMMAD SAAD AL SHAHRANI,05/06/2024 04:45 AM,06/04/2024 01:45 PM,RFP,,No,,,,,
SEC RFP - C001475785,SEC RFP - C001475785,https://sec.supplier.mn2.ariba.com/ad/webjumper?itemID=Jio8AOPFXEh7te&awcharset=UTF-8,ALI AMAHAMMED BAKRI ASIRI,05/06/2024 07:01 AM,05/22/2024 01:45 PM,RFP,,No,,,,,
SEC RFP-C001482614,SEC RFP-C001482614,https://sec.supplier.mn2.ariba.com/ad/webjumper?itemID=Jio8AOPFhuAImb&awcharset=UTF-8,KHALED SAEED SALEH AL AMOUDI,06/06/2024 12:41 AM,06/10/2024 01:45 PM,RFP,,No,,,,,
SEC RFP-C001503952 - 6001503952,SEC RFP-C001503952 - 6001503952,https://sec.supplier.mn2.ariba.com/ad/webjumper?itemID=Jio8AOPFzyhRJU&awcharset=UTF-8,KHALED SAEED SALEH AL AMOUDI,08/06/2024 04:06 AM,08/17/2024 01:45 PM,RFP,,Declined,,,,,
Aramco_4203181744_CABLE INSTRUMENTATION THERMOCOUPLE,Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPFtOGAhE&awcharset=UTF-8,"Alharbi, Omar",08/06/2024 01:16 PM,08/08/2024 07:30 PM,RFP,,Yes,,,,,
"Aramco_4203179165_WIRE,ELEC 208MM2 (14 AWG) BROWN - 600V",Aramco,https://aramco-e-marketplace.supplier.mn2.ariba.com/ad/webjumper?itemID=JiX6AOPFzWUwu8&awcharset=UTF-8,"Almannai, Khalid",08/06/2024 01:16 PM,08/14/2024 05:30 PM,RFP,,No,,,,,
SEC-RFQ - C001528269,SEC-RFQ - C001528269,https://sec.supplier.mn2.ariba.com/ad/webjumper?itemID=Jio8AOPGHm2luf&awcharset=UTF-8,Ayman A AlMramhi,10/06/2024 01:14 AM,10/12/2024 01:45 PM,RFP,,No,,,,,
SEC RFP C001527378,SEC RFP C001527378,https://sec.supplier.mn2.ariba.com/ad/webjumper?itemID=Jio8AOPGHuwg2W&awcharset=UTF-8,KHALED SAEED SALEH AL AMOUDI,10/06/2024 04:54 AM,10/13/2024 01:45 PM,RFP,,No,,,,,
SEC RFP C001527352,SEC RFP C001527352,https://sec.supplier.mn2.ariba.com/ad/webjumper?itemID=Jio8AOPGHwMjk6&awcharset=UTF-8,Ayman A AlMramhi,10/06/2024 05:23 AM,10/13/2024 01:45 PM,RFP,,No,,,,,
